UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
ajun,@letspwarty,2021-11-20T14:27:29.000Z,"ajun
@letspwarty
·
Nov 20","Keren bgt euy, Pertamina Hadirkan Pebalap MotoGP Bo Bendsneyder ke Sirkuit Mandalika. Good job ",😉 👍,,,,"['https://pbs.twimg.com/media/FEo6ep9UUAcF0Bq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FEo6fkaUcAI7URD?format=jpg&name=360x360']",https://twitter.com/letspwarty/status/1462065060793044993
Nuice Media (Taylor’s version),@nuicemedia,2021-11-20T10:57:39.000Z,"Nuice Media (Taylor’s version)
@nuicemedia
·
Nov 20","Mandalika
GIF
10
39
82",,10,39,82,[],https://twitter.com/nuicemedia/status/1462012257479454723
akhirnya JRX vaksin,@wirawan_teguh,2021-11-20T07:03:08.000Z,"akhirnya JRX vaksin
@wirawan_teguh
·
Nov 20","Ki Mandalika ora nganggo dukun seng pas pak JKW peresmian yo?
1",,,1,,['https://pbs.twimg.com/media/FEnmuPjVEAAgPB3?format=jpg&name=900x900'],https://twitter.com/wirawan_teguh/status/1461953239050383362
KETUYUT,@bhineka_indo,2021-11-20T02:37:32.000Z,"KETUYUT
@bhineka_indo
·
Nov 20","Jokowi resmikan sirkuit Mandalika siap gelar ajang internasional. Percaya Kinerja Jokowi
1
2",,,1,2,['https://pbs.twimg.com/media/FEmp7OGUcAcvNlR?format=jpg&name=small'],https://twitter.com/bhineka_indo/status/1461886396235280387
Firziatun,@Firziatun62,2021-11-20T09:58:49.000Z,"Firziatun
@Firziatun62
·
Nov 20","Hari ini Hujan Deras Guyur Mandalika...#IDNWorldSBK
Ditunda.
From 
ULLBimaDompuNTB
2
3",,,2,3,['https://pbs.twimg.com/ext_tw_video_thumb/1460992861495705604/pu/img/RQNfWwiiOLQPdxte.jpg'],https://twitter.com/Firziatun62/status/1461997451460546563
Rizal F,@imannizal,2021-11-20T14:48:36.000Z,"Rizal F
@imannizal
·
Nov 20",Guys Pertamina hadirkan pebalap motogp Bo Bendsneyder ke Sirkuit Mandalika loh! Kerenn banget,,,,,"['https://pbs.twimg.com/media/FEpRN08VUAE3XCv?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FEpRN05UUAQJ6cp?format=jpg&name=360x360']",https://twitter.com/imannizal/status/1462070377266376705
DITTAHTI POLDA NTB,@AgusUdiyana,2021-11-20T00:03:07.000Z,"DITTAHTI POLDA NTB
@AgusUdiyana
·
Nov 20","MANDALIKA menyambut dunia
ayo kita patuhi segala peraturan yg ada demi suksesnya event yg dilaksanakan di Sirkuit Mandalika
#poldantb #kekmandalika #wsbk",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1461847428596846594/pu/img/i9kf3hjX46Yfv1s-.jpg'],https://twitter.com/AgusUdiyana/status/1461847539741724678
JAGA NKRI,@Kita_AMLTF,2021-11-20T07:04:51.000Z,"JAGA NKRI
@Kita_AMLTF
·
Nov 20","Gara2 WSBK 2021 di Mandalika, hotel penuh, byk pekerja asing tim balap Internasional masuk Indonesia, tipi2 ngeliput semua, kulineran makin asyik, ekonomi bangkit…

Untung aku mencintai INDONESIA, jd BANGGA!!

Mau ikutan jualan oblong disana aaah 
travel.detik.com
Homestay Warga Full House Jelang WSBK, Gubernur NTB: Masyarakat Menikmati
Gelaran bergengsi World Super Bike 2021 di Mandalika berimbas pada okupansi di hotel hingga homestay. Gubernur NTB pun tepis isu miring.
61
75
277",🤣 😂 😅,61,75,277,['https://pbs.twimg.com/card_img/1459654056964542466/b32Dew9h?format=jpg&name=small'],https://twitter.com/Kita_AMLTF/status/1461953672284303360
Sary Utami,@PanggilakuSARY,2021-11-20T22:24:43.000Z,"Sary Utami
@PanggilakuSARY
·
17h","Indonesia emang keren.  

Terima kasih pak 
@jokowi
 Telah membangun sirkuit mandalika.
19
2
24",,19,2,24,['https://pbs.twimg.com/media/FEq5pwoUYAMrLCG?format=jpg&name=small'],https://twitter.com/PanggilakuSARY/status/1462185162762952709
arie wicaksono,@644946,2021-11-20T04:27:05.000Z,"arie wicaksono
@644946
·
Nov 20","GIAT PAM BERSKALA INTERNASIONAL WSBK MANDALIKA
1",,,,1,"['https://pbs.twimg.com/media/FEnC-Q7VEAYk41B?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FEnC_MOVQAQCKnN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FEnC-yfUUAcnXZJ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FEnC_mTUYAgIeLA?format=jpg&name=360x360']",https://twitter.com/644946/status/1461913966523813893
LekKacung,@LekKacung,2021-11-20T18:03:04.000Z,"LekKacung
@LekKacung
·
21h","Mandalika KW 
3
2
14",♥ 🌹 🍎 🎈 🎀 🎭 📌 📣 ❤ 🏍 🏍 🏍,3,2,14,['https://pbs.twimg.com/ext_tw_video_thumb/1462119179826327559/pu/img/SS26hHfhgJXwPu6S.jpg'],https://twitter.com/LekKacung/status/1462119314979315712
Maudy Asmara,@Mdy_Asmara1701,2021-11-20T12:19:45.000Z,"Maudy Asmara
@Mdy_Asmara1701
·
Nov 20","Semoga segera surut 

Ini Genangan di Luar Sirkuit Mandalika Imbas Hujan Deras
sport.detik.com
Ini Genangan di Luar Sirkuit Mandalika Imbas Hujan Deras
Race 1 WSBK Mandalika ditunda gegara hujan. Keputusan diambil pada pukul 16.00 WITA. Race 1 akan digelar esok hari.
28
62
265",🙏,28,62,265,['https://pbs.twimg.com/card_img/1462017750373523457/DZm46mRM?format=jpg&name=small'],https://twitter.com/Mdy_Asmara1701/status/1462032918985859074
Mahendra Wahyu Pratama,@whephe,2021-11-20T02:43:32.000Z,"Mahendra Wahyu Pratama
@whephe
·
Nov 20","#IDNWorldSBK Mandalika kelas dunia
1",,,,1,['https://pbs.twimg.com/media/FEmrTG-UcAQBEMg?format=jpg&name=small'],https://twitter.com/whephe/status/1461887909934493700
OposisiCerdas.com,@OposisiCerdas,2021-11-20T11:53:10.000Z,"OposisiCerdas.com
@OposisiCerdas
·
Nov 20","Nasib Warga Bunut di Tengah Sirkuit Mandalika: Tanah Tak Kunjung Dibayar dan Terganggu Suara Motor
oposisicerdas.com
Nasib Warga Bunut di Tengah Sirkuit Mandalika: Tanah Tak Kunjung Dibayar dan Terganggu Suara Motor
Bagi pencinta balap motor, keberadaan Sirkuit Mandalika adalah sebuah pencapaian membanggakan lantaran menunjukkan Indonesia mampu menggelar...
1
50
112",,1,50,112,['https://pbs.twimg.com/card_img/1462026229284958213/avUKITgO?format=jpg&name=small'],https://twitter.com/OposisiCerdas/status/1462026227116429322
ananta dwi hartanto,@AnantaDH,2021-11-20T15:24:29.000Z,"ananta dwi hartanto
@AnantaDH
·
Nov 20","FP2 𝗪𝗦𝗕𝗞  Mandalika

𝗣𝗘𝗥𝗧𝗔𝗠𝗜𝗡𝗔 𝑀𝑎𝑛𝑑𝑎𝑙𝑖𝑘𝑎 𝐼𝑛𝑡𝑒𝑟𝑛𝑎𝑠𝑖𝑜𝑛𝑎𝑙 𝑆𝑡𝑟𝑒𝑒𝑡 𝐶𝑖𝑟𝑐𝑢𝑖𝑡. . .

𝑾𝒐𝒏𝒅𝒆𝒓𝒇𝒖𝒍 𝑰𝒏𝒅𝒐𝒏𝒆𝒔𝒊𝒂 
𝑰  𝑰𝒏𝒅𝒐𝒏𝒆𝒔𝒊𝒂 
𝑭𝒓𝒐𝒎 𝑺𝒐𝒖𝒕𝒉 𝑺𝒖𝒎𝒂𝒕𝒓𝒂 𝑷𝒓𝒂𝒃𝒖𝒎𝒖𝒍𝒊𝒉 𝑪𝒊𝒕𝒚 

Aaaah Mantaaap",🏍 ✨ ❤ 😉 👍,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1462079339743232004/pu/img/u5p65Q74LgSOe-_B.jpg'],https://twitter.com/AnantaDH/status/1462079408945041411
Info Bekasi 24 Jam,@bekasi_24_jam,2021-11-20T15:00:33.000Z,"Info Bekasi 24 Jam
@bekasi_24_jam
·
Nov 20","Wonderfull Indonesia. 

Momen Pembalap World SuperBike
Dani Valle dan Unai ngisi bensin eceran saat jalan-jalan di Mandalika Lombok.  

#MandalikaCircuit
#Mandalika
1
6",,1,,6,['https://pbs.twimg.com/ext_tw_video_thumb/1462073324276576259/pu/img/3wbeLJ-BvsANTqZi.jpg'],https://twitter.com/bekasi_24_jam/status/1462073382929793024
Areta Mandalika,@AretaRivera,2021-11-20T23:48:00.000Z,"Areta Mandalika
@AretaRivera
·
16h","Gubernur Papua Lukas enembe mengatakan wisuda siswa-siswi Papua sebagai wujud pencapaian tujuan strategis Kebijakan otonomi khusus. 

OtsusPapua WargaSejahtera
1
3
4",,1,3,4,['https://pbs.twimg.com/media/FEqO2LjVEAEGaSQ?format=jpg&name=small'],https://twitter.com/AretaRivera/status/1462206120324304897
Diah Astriana Ningrum,@AstrianaNingrum,2021-11-20T14:05:38.000Z,"Diah Astriana Ningrum
@AstrianaNingrum
·
Nov 20","Prokesnya tetep ketat kok, NTB sudah masuk PPKM Level 1 sehingga bisa menggelar World SBK Mandalika dengan protocol Kesehatan yang berbasis CHSE , Indonesia bangga #WorldSBKMandalika Bangga Punya Mandalika",,,,,['https://pbs.twimg.com/media/FEhznC8VEAIUIvP?format=jpg&name=small'],https://twitter.com/AstrianaNingrum/status/1462059565646704640
Yoga Can't Do Yoga,@donkim30,2021-11-20T07:34:09.000Z,"Yoga Can't Do Yoga
@donkim30
·
Nov 20","Pawang hujan yang Mandalika butuhkan saat ini... 

""Hujan-hujan pergilah datang lagi lain hari"" 

#IDNWorldSBK
2",,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1461960955089227777/pu/img/leyyZ_XmVHn-aeYG.jpg'],https://twitter.com/donkim30/status/1461961044318830594
Yoga Can't Do Yoga,@donkim30,2021-11-20T07:34:09.000Z,"Yoga Can't Do Yoga
@donkim30
·
Nov 20","Pawang hujan yang Mandalika butuhkan saat ini... 

""Hujan-hujan pergilah datang lagi lain hari"" 

#IDNWorldSBK
0:42
989 views
2",,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1461960955089227777/pu/img/leyyZ_XmVHn-aeYG.jpg'],https://twitter.com/donkim30/status/1461961044318830594
